,Counts,Sum_Duration,Hour,Day,Month,Year,atemperatue,humidity,temperature,windSpeed,Day_Name,weekday,Holiday
2015-01-01 00:00:00-05:00,54,48944.0,0,1,1,2015,-4.02,0.67,-4.02,0.04,Thursday,1,0
2015-01-01 01:00:00-05:00,114,79028.0,1,1,1,2015,-4.3,0.7,-4.3,0.43,Thursday,1,0
2015-01-01 02:00:00-05:00,100,67666.0,2,1,1,2015,-4.09,0.67,-4.09,0.57,Thursday,1,0
2015-01-01 03:00:00-05:00,16,31606.0,3,1,1,2015,-3.86,0.64,-3.86,0.55,Thursday,1,0
2015-01-01 04:00:00-05:00,8,5083.0,4,1,1,2015,-4.27,0.64,-4.27,0.47,Thursday,1,0
2015-01-01 05:00:00-05:00,6,6521.0,5,1,1,2015,-3.76,0.62,-3.76,0.3,Thursday,1,0
2015-01-01 06:00:00-05:00,7,6481.0,6,1,1,2015,-3.85,0.62,-3.85,0.25,Thursday,1,0
2015-01-01 07:00:00-05:00,11,12165.0,7,1,1,2015,-4.7,0.66,-4.7,0.09,Thursday,1,0
2015-01-01 08:00:00-05:00,32,33553.0,8,1,1,2015,-4.5,0.63,-4.5,0.13,Thursday,1,0
2015-01-01 09:00:00-05:00,46,50216.0,9,1,1,2015,-0.99,0.59,-0.99,3.89,Thursday,1,0
2015-01-01 10:00:00-05:00,103,109120.0,10,1,1,2015,0.95,0.51,0.95,4.54,Thursday,1,0
2015-01-01 11:00:00-05:00,214,217303.0,11,1,1,2015,0.41,0.48,2.95,9.26,Thursday,1,0
2015-01-01 12:00:00-05:00,202,197646.0,12,1,1,2015,1.43,0.39,4.25,11.63,Thursday,1,0
2015-01-01 13:00:00-05:00,206,201350.0,13,1,1,2015,3.06,0.35,5.17,9.2,Thursday,1,0
2015-01-01 14:00:00-05:00,231,316056.0,14,1,1,2015,3.74,0.35,5.92,10.18,Thursday,1,0
2015-01-01 15:00:00-05:00,249,250783.0,15,1,1,2015,3.99,0.34,6.07,9.83,Thursday,1,0
2015-01-01 16:00:00-05:00,285,359969.0,16,1,1,2015,4.64,0.35,6.27,8.03,Thursday,1,0
2015-01-01 17:00:00-05:00,201,238658.0,17,1,1,2015,4.64,0.4,5.54,5.19,Thursday,1,0
2015-01-01 18:00:00-05:00,149,122989.0,18,1,1,2015,4.41,0.42,4.41,0.94,Thursday,1,0
2015-01-01 19:00:00-05:00,97,47562.0,19,1,1,2015,3.87,0.45,3.87,1.81,Thursday,1,0
2015-01-01 20:00:00-05:00,90,56715.0,20,1,1,2015,3.61,0.47,3.61,2.28,Thursday,1,0
2015-01-01 21:00:00-05:00,71,48074.0,21,1,1,2015,3.42,0.5,3.42,3.7,Thursday,1,0
2015-01-01 22:00:00-05:00,54,33974.0,22,1,1,2015,3.51,0.51,3.51,2.69,Thursday,1,0
2015-01-01 23:00:00-05:00,32,17716.0,23,1,1,2015,3.62,0.52,3.62,1.88,Thursday,1,0
2015-01-02 00:00:00-05:00,25,23455.0,0,2,1,2015,3.57,0.55,3.57,4.12,Friday,1,0
2015-01-02 01:00:00-05:00,18,14480.0,1,2,1,2015,2.62,0.57,2.62,2.59,Friday,1,0
2015-01-02 02:00:00-05:00,8,3856.0,2,2,1,2015,1.16,0.66,1.16,0.66,Friday,1,0
2015-01-02 03:00:00-05:00,5,3270.0,3,2,1,2015,0.9,0.66,0.9,1.13,Friday,1,0
2015-01-02 04:00:00-05:00,5,7644.0,4,2,1,2015,0.87,0.66,0.87,0.96,Friday,1,0
2015-01-02 05:00:00-05:00,24,15262.0,5,2,1,2015,1.18,0.64,1.18,3.41,Friday,1,0
2015-01-02 06:00:00-05:00,69,36026.0,6,2,1,2015,1.15,0.65,1.15,0.73,Friday,1,0
2015-01-02 07:00:00-05:00,162,93536.0,7,2,1,2015,0.71,0.67,0.71,0.41,Friday,1,0
2015-01-02 08:00:00-05:00,345,215531.0,8,2,1,2015,-0.09,0.71,-0.09,1.62,Friday,1,0
2015-01-02 09:00:00-05:00,306,215328.0,9,2,1,2015,1.0,0.69,1.0,1.32,Friday,1,0
2015-01-02 10:00:00-05:00,191,187338.0,10,2,1,2015,2.77,0.51,3.81,4.96,Friday,1,0
2015-01-02 11:00:00-05:00,284,301700.0,11,2,1,2015,3.5,0.46,5.19,7.53,Friday,1,0
2015-01-02 12:00:00-05:00,409,637552.0,12,2,1,2015,5.56,0.45,6.36,5.22,Friday,1,0
2015-01-02 13:00:00-05:00,375,438859.0,13,2,1,2015,7.09,0.41,7.09,4.18,Friday,1,0
2015-01-02 14:00:00-05:00,397,542341.0,14,2,1,2015,6.83,0.39,7.61,5.71,Friday,1,0
2015-01-02 15:00:00-05:00,417,440008.0,15,2,1,2015,6.6,0.38,7.74,7.02,Friday,1,0
2015-01-02 16:00:00-05:00,493,491869.0,16,2,1,2015,7.6,0.38,7.6,4.7,Friday,1,0
2015-01-02 17:00:00-05:00,463,336306.0,17,2,1,2015,6.74,0.41,6.74,3.37,Friday,1,0
2015-01-02 18:00:00-05:00,382,274250.0,18,2,1,2015,5.41,0.46,5.41,0.86,Friday,1,0
2015-01-02 19:00:00-05:00,248,187355.0,19,2,1,2015,3.21,0.6,3.21,1.45,Friday,1,0
2015-01-02 20:00:00-05:00,149,98800.0,20,2,1,2015,2.04,0.65,2.04,1.08,Friday,1,0
2015-01-02 21:00:00-05:00,137,89322.0,21,2,1,2015,1.29,0.69,1.29,0.97,Friday,1,0
2015-01-02 22:00:00-05:00,116,96845.0,22,2,1,2015,0.79,0.71,0.79,1.57,Friday,1,0
2015-01-02 23:00:00-05:00,80,38073.0,23,2,1,2015,0.22,0.74,0.22,1.39,Friday,1,0
2015-01-03 00:00:00-05:00,61,35894.0,0,3,1,2015,-0.09,0.75,-0.09,1.01,Saturday,0,1
2015-01-03 01:00:00-05:00,50,28509.0,1,3,1,2015,-0.47,0.76,-0.47,1.2,Saturday,0,1
2015-01-03 02:00:00-05:00,21,10989.0,2,3,1,2015,-0.51,0.78,-0.51,0.77,Saturday,0,1
2015-01-03 03:00:00-05:00,14,8468.0,3,3,1,2015,0.1,0.78,0.1,1.96,Saturday,0,1
2015-01-03 04:00:00-05:00,6,3440.0,4,3,1,2015,1.45,0.7,1.45,1.69,Saturday,0,1
2015-01-03 05:00:00-05:00,2,1035.0,5,3,1,2015,1.33,0.61,2.72,5.45,Saturday,0,1
2015-01-03 06:00:00-05:00,11,8119.0,6,3,1,2015,1.2,0.62,2.85,6.19,Saturday,0,1
2015-01-03 07:00:00-05:00,25,13711.0,7,3,1,2015,2.97,0.65,2.97,4.42,Saturday,0,1
2015-01-03 08:00:00-05:00,40,52231.0,8,3,1,2015,1.56,0.74,2.72,4.87,Saturday,0,1
2015-01-03 09:00:00-05:00,84,65630.0,9,3,1,2015,1.33,0.82,2.53,4.91,Saturday,0,1
2015-01-03 10:00:00-05:00,159,108859.0,10,3,1,2015,1.35,0.84,2.89,5.89,Saturday,0,1
2015-01-03 11:00:00-05:00,133,147047.0,11,3,1,2015,2.23,0.84,3.37,5.03,Saturday,0,1
2015-01-03 12:00:00-05:00,95,88292.0,12,3,1,2015,1.44,0.85,3.41,7.43,Saturday,0,1
2015-01-03 13:00:00-05:00,118,73907.0,13,3,1,2015,3.58,0.87,3.58,3.87,Saturday,0,1
2015-01-03 14:00:00-05:00,144,113708.0,14,3,1,2015,2.47,0.88,3.73,5.46,Saturday,0,1
2015-01-03 15:00:00-05:00,155,120435.0,15,3,1,2015,3.97,0.88,3.97,3.83,Saturday,0,1
2015-01-03 16:00:00-05:00,122,88671.0,16,3,1,2015,4.02,0.9,4.02,3.56,Saturday,0,1
2015-01-03 17:00:00-05:00,104,63237.0,17,3,1,2015,3.87,0.91,3.87,4.16,Saturday,0,1
2015-01-03 18:00:00-05:00,114,60413.0,18,3,1,2015,2.53,0.91,3.69,5.19,Saturday,0,1
2015-01-03 19:00:00-05:00,85,48816.0,19,3,1,2015,3.78,0.92,3.78,3.99,Saturday,0,1
2015-01-03 20:00:00-05:00,51,25852.0,20,3,1,2015,4.02,0.92,4.02,2.51,Saturday,0,1
2015-01-03 21:00:00-05:00,26,12724.0,21,3,1,2015,4.1,0.92,4.1,4.23,Saturday,0,1
2015-01-03 22:00:00-05:00,26,15432.0,22,3,1,2015,4.21,0.92,4.21,3.17,Saturday,0,1
2015-01-03 23:00:00-05:00,57,30112.0,23,3,1,2015,4.13,0.93,4.13,4.78,Saturday,0,1
2015-01-04 00:00:00-05:00,35,21157.0,0,4,1,2015,4.35,0.93,4.35,2.97,Sunday,0,1
2015-01-04 01:00:00-05:00,32,18478.0,1,4,1,2015,3.21,0.92,4.72,6.64,Sunday,0,1
2015-01-04 02:00:00-05:00,29,13765.0,2,4,1,2015,2.78,0.93,4.97,9.38,Sunday,0,1
2015-01-04 03:00:00-05:00,10,6006.0,3,4,1,2015,3.32,0.92,5.52,9.87,Sunday,0,1
2015-01-04 04:00:00-05:00,3,1032.0,4,4,1,2015,4.24,0.92,6.18,9.28,Sunday,0,1
2015-01-04 05:00:00-05:00,4,1565.0,5,4,1,2015,5.43,0.92,6.64,6.64,Sunday,0,1
2015-01-04 06:00:00-05:00,7,62352.0,6,4,1,2015,6.96,0.92,6.96,4.72,Sunday,0,1
2015-01-04 07:00:00-05:00,12,6944.0,7,4,1,2015,6.26,0.92,7.22,6.08,Sunday,0,1
2015-01-04 08:00:00-05:00,43,48182.0,8,4,1,2015,6.08,0.93,7.71,9.14,Sunday,0,1
2015-01-04 09:00:00-05:00,112,77939.0,9,4,1,2015,6.58,0.93,8.55,11.94,Sunday,0,1
2015-01-04 10:00:00-05:00,210,142501.0,10,4,1,2015,7.14,0.93,9.35,14.86,Sunday,0,1
2015-01-04 11:00:00-05:00,258,205865.0,11,4,1,2015,10.61,0.91,10.61,15.5,Sunday,0,1
2015-01-04 12:00:00-05:00,340,274706.0,12,4,1,2015,12.58,0.87,12.58,16.44,Sunday,0,1
2015-01-04 13:00:00-05:00,343,361629.0,13,4,1,2015,13.65,0.85,13.65,10.97,Sunday,0,1
2015-01-04 14:00:00-05:00,376,435316.0,14,4,1,2015,14.51,0.83,14.51,8.41,Sunday,0,1
2015-01-04 15:00:00-05:00,439,387351.0,15,4,1,2015,16.15,0.78,16.15,12.18,Sunday,0,1
2015-01-04 16:00:00-05:00,408,335849.0,16,4,1,2015,17.09,0.76,17.09,13.83,Sunday,0,1
2015-01-04 17:00:00-05:00,335,236857.0,17,4,1,2015,17.12,0.76,17.12,14.32,Sunday,0,1
2015-01-04 18:00:00-05:00,271,188143.0,18,4,1,2015,17.32,0.76,17.32,15.24,Sunday,0,1
2015-01-04 19:00:00-05:00,101,52836.0,19,4,1,2015,17.63,0.76,17.63,16.5,Sunday,0,1
2015-01-04 20:00:00-05:00,101,48186.0,20,4,1,2015,12.96,0.84,12.96,14.38,Sunday,0,1
2015-01-04 21:00:00-05:00,78,43908.0,21,4,1,2015,12.72,0.75,12.72,15.71,Sunday,0,1
2015-01-04 22:00:00-05:00,73,52801.0,22,4,1,2015,12.4,0.61,12.4,14.12,Sunday,0,1
2015-01-04 23:00:00-05:00,38,21596.0,23,4,1,2015,11.41,0.52,11.41,17.11,Sunday,0,1
2015-01-05 00:00:00-05:00,17,7300.0,0,5,1,2015,7.65,0.5,9.54,12.79,Monday,1,0
2015-01-05 01:00:00-05:00,3,1035.0,1,5,1,2015,5.72,0.52,8.36,16.52,Monday,1,0
2015-01-05 02:00:00-05:00,2,1418.0,2,5,1,2015,4.71,0.51,7.28,14.04,Monday,1,0
2015-01-05 03:00:00-05:00,2,1225.0,3,5,1,2015,3.63,0.53,6.48,14.72,Monday,1,0
2015-01-05 04:00:00-05:00,6,2091.0,4,5,1,2015,2.91,0.52,5.91,14.83,Monday,1,0
2015-01-05 05:00:00-05:00,55,28359.0,5,5,1,2015,3.02,0.53,5.29,10.02,Monday,1,0
2015-01-05 06:00:00-05:00,175,99127.0,6,5,1,2015,2.35,0.52,4.92,11.08,Monday,1,0
2015-01-05 07:00:00-05:00,471,307196.0,7,5,1,2015,2.55,0.52,4.58,8.42,Monday,1,0
2015-01-05 08:00:00-05:00,804,534786.0,8,5,1,2015,1.69,0.5,4.21,10.17,Monday,1,0
2015-01-05 09:00:00-05:00,348,225398.0,9,5,1,2015,1.86,0.46,4.17,9.21,Monday,1,0
2015-01-05 10:00:00-05:00,190,148449.0,10,5,1,2015,0.01,0.42,3.82,16.93,Monday,1,0
2015-01-05 11:00:00-05:00,157,122298.0,11,5,1,2015,-0.43,0.39,3.26,15.28,Monday,1,0
2015-01-05 12:00:00-05:00,206,163630.0,12,5,1,2015,-1.12,0.32,3.02,17.84,Monday,1,0
2015-01-05 13:00:00-05:00,217,127444.0,13,5,1,2015,-0.21,0.32,2.87,11.54,Monday,1,0
2015-01-05 14:00:00-05:00,172,136554.0,14,5,1,2015,-1.73,0.3,2.48,17.46,Monday,1,0
2015-01-05 15:00:00-05:00,192,143577.0,15,5,1,2015,-1.49,0.27,2.4,15.3,Monday,1,0
2015-01-05 16:00:00-05:00,366,255881.0,16,5,1,2015,-2.15,0.26,1.91,15.56,Monday,1,0
2015-01-05 17:00:00-05:00,630,426403.0,17,5,1,2015,-2.34,0.28,0.86,10.24,Monday,1,0
2015-01-05 18:00:00-05:00,528,331031.0,18,5,1,2015,-2.73,0.3,-0.23,7.22,Monday,1,0
2015-01-05 19:00:00-05:00,325,178387.0,19,5,1,2015,-2.46,0.32,-0.77,5.04,Monday,1,0
2015-01-05 20:00:00-05:00,168,94203.0,20,5,1,2015,-4.53,0.32,-1.19,9.33,Monday,1,0
2015-01-05 21:00:00-05:00,102,55523.0,21,5,1,2015,-4.53,0.33,-1.85,6.97,Monday,1,0
2015-01-05 22:00:00-05:00,56,29330.0,22,5,1,2015,-1.8,0.33,-1.8,4.39,Monday,1,0
2015-01-05 23:00:00-05:00,30,14276.0,23,5,1,2015,-4.43,0.35,-2.47,5.11,Monday,1,0
2015-01-06 00:00:00-05:00,12,5276.0,0,6,1,2015,-5.64,0.36,-2.62,7.57,Tuesday,1,0
2015-01-06 01:00:00-05:00,6,2447.0,1,6,1,2015,-5.43,0.38,-3.03,5.86,Tuesday,1,0
2015-01-06 02:00:00-05:00,1,256.0,2,6,1,2015,-4.93,0.37,-2.97,4.96,Tuesday,1,0
2015-01-06 04:00:00-05:00,1,215.0,4,6,1,2015,-3.07,0.39,-3.07,4.03,Tuesday,1,0
2015-01-06 05:00:00-05:00,23,16193.0,5,6,1,2015,-7.73,0.7,-4.66,6.81,Tuesday,1,0
2015-01-06 06:00:00-05:00,58,35706.0,6,6,1,2015,-5.32,0.83,-5.32,4.7,Tuesday,1,0
2015-01-06 07:00:00-05:00,104,76349.0,7,6,1,2015,-8.37,0.84,-5.39,6.35,Tuesday,1,0
2015-01-06 08:00:00-05:00,145,115076.0,8,6,1,2015,-7.9,0.86,-5.47,5.24,Tuesday,1,0
2015-01-06 09:00:00-05:00,79,62586.0,9,6,1,2015,-7.64,0.87,-5.24,5.23,Tuesday,1,0
2015-01-06 10:00:00-05:00,43,26722.0,10,6,1,2015,-7.1,0.87,-4.86,5.03,Tuesday,1,0
2015-01-06 11:00:00-05:00,59,36528.0,11,6,1,2015,-6.55,0.85,-4.19,5.43,Tuesday,1,0
2015-01-06 12:00:00-05:00,65,44368.0,12,6,1,2015,-6.0,0.81,-3.54,5.85,Tuesday,1,0
2015-01-06 13:00:00-05:00,73,46957.0,13,6,1,2015,-2.52,0.76,-2.52,3.11,Tuesday,1,0
2015-01-06 14:00:00-05:00,74,41112.0,14,6,1,2015,-2.27,0.75,-2.27,2.98,Tuesday,1,0
2015-01-06 15:00:00-05:00,98,77914.0,15,6,1,2015,-3.62,0.73,-1.84,4.92,Tuesday,1,0
2015-01-06 16:00:00-05:00,174,109884.0,16,6,1,2015,-1.21,0.69,-1.21,3.59,Tuesday,1,0
2015-01-06 17:00:00-05:00,304,199980.0,17,6,1,2015,-1.66,0.7,-1.66,4.39,Tuesday,1,0
2015-01-06 18:00:00-05:00,275,179350.0,18,6,1,2015,-2.24,0.71,-2.24,3.7,Tuesday,1,0
2015-01-06 19:00:00-05:00,199,120297.0,19,6,1,2015,-3.93,0.79,-3.93,1.89,Tuesday,1,0
2015-01-06 20:00:00-05:00,128,76180.0,20,6,1,2015,-4.15,0.78,-4.15,2.95,Tuesday,1,0
2015-01-06 21:00:00-05:00,65,38044.0,21,6,1,2015,-6.19,0.66,-3.49,6.38,Tuesday,1,0
2015-01-06 22:00:00-05:00,50,24045.0,22,6,1,2015,-5.64,0.6,-2.96,6.53,Tuesday,1,0
2015-01-06 23:00:00-05:00,24,14386.0,23,6,1,2015,-6.04,0.64,-3.77,5.36,Tuesday,1,0
2015-01-07 00:00:00-05:00,8,4179.0,0,7,1,2015,-3.91,0.66,-3.91,3.97,Wednesday,1,0
2015-01-07 01:00:00-05:00,6,33177.0,1,7,1,2015,-3.96,0.65,-3.96,3.38,Wednesday,1,0
2015-01-07 02:00:00-05:00,1,811.0,2,7,1,2015,-5.42,0.76,-5.42,2.84,Wednesday,1,0
2015-01-07 04:00:00-05:00,4,25535.0,4,7,1,2015,-6.25,0.82,-6.25,1.38,Wednesday,1,0
2015-01-07 05:00:00-05:00,31,17633.0,5,7,1,2015,-4.9,0.8,-4.9,2.47,Wednesday,1,0
2015-01-07 06:00:00-05:00,85,48482.0,6,7,1,2015,-6.75,0.79,-4.55,5.03,Wednesday,1,0
2015-01-07 07:00:00-05:00,226,143030.0,7,7,1,2015,-8.68,0.69,-3.8,13.21,Wednesday,1,0
2015-01-07 08:00:00-05:00,428,286499.0,8,7,1,2015,-8.38,0.54,-3.95,11.27,Wednesday,1,0
2015-01-07 09:00:00-05:00,270,158548.0,9,7,1,2015,-9.74,0.55,-4.45,14.35,Wednesday,1,0
2015-01-07 10:00:00-05:00,99,52529.0,10,7,1,2015,-10.1,0.46,-4.49,15.81,Wednesday,1,0
2015-01-07 11:00:00-05:00,108,68706.0,11,7,1,2015,-10.62,0.49,-4.48,18.52,Wednesday,1,0
2015-01-07 12:00:00-05:00,109,63498.0,12,7,1,2015,-10.69,0.49,-4.48,18.93,Wednesday,1,0
2015-01-07 13:00:00-05:00,107,53788.0,13,7,1,2015,-11.48,0.47,-4.86,20.75,Wednesday,1,0
2015-01-07 14:00:00-05:00,102,54454.0,14,7,1,2015,-12.08,0.44,-5.19,21.87,Wednesday,1,0
2015-01-07 15:00:00-05:00,127,72753.0,15,7,1,2015,-12.76,0.45,-5.9,20.55,Wednesday,1,0
2015-01-07 16:00:00-05:00,191,110910.0,16,7,1,2015,-12.3,0.41,-6.03,17.17,Wednesday,1,0
2015-01-07 17:00:00-05:00,358,223547.0,17,7,1,2015,-13.37,0.45,-6.78,17.9,Wednesday,1,0
2015-01-07 18:00:00-05:00,336,264945.0,18,7,1,2015,-13.66,0.48,-7.16,16.96,Wednesday,1,0
2015-01-07 19:00:00-05:00,171,143010.0,19,7,1,2015,-14.47,0.48,-7.68,17.74,Wednesday,1,0
2015-01-07 20:00:00-05:00,114,63214.0,20,7,1,2015,-15.37,0.38,-8.24,18.75,Wednesday,1,0
2015-01-07 21:00:00-05:00,83,39590.0,21,7,1,2015,-16.55,0.33,-8.76,21.47,Wednesday,1,0
2015-01-07 22:00:00-05:00,56,25955.0,22,7,1,2015,-17.24,0.33,-9.3,21.53,Wednesday,1,0
2015-01-07 23:00:00-05:00,15,7555.0,23,7,1,2015,-17.25,0.36,-9.83,18.14,Wednesday,1,0
2015-01-08 00:00:00-05:00,9,7236.0,0,8,1,2015,-17.96,0.4,-11.01,14.98,Thursday,1,0
2015-01-08 01:00:00-05:00,5,3638.0,1,8,1,2015,-17.3,0.46,-11.42,11.07,Thursday,1,0
2015-01-08 02:00:00-05:00,1,347.0,2,8,1,2015,-17.39,0.49,-11.7,10.31,Thursday,1,0
2015-01-08 03:00:00-05:00,3,1259.0,3,8,1,2015,-17.75,0.48,-11.91,10.66,Thursday,1,0
2015-01-08 05:00:00-05:00,22,10057.0,5,8,1,2015,-18.29,0.48,-12.23,11.06,Thursday,1,0
2015-01-08 06:00:00-05:00,50,22873.0,6,8,1,2015,-15.44,0.48,-12.33,4.83,Thursday,1,0
2015-01-08 07:00:00-05:00,204,114851.0,7,8,1,2015,-15.85,0.48,-12.51,5.15,Thursday,1,0
2015-01-08 08:00:00-05:00,425,309512.0,8,8,1,2015,-12.41,0.5,-12.41,2.6,Thursday,1,0
2015-01-08 09:00:00-05:00,246,165656.0,9,8,1,2015,-16.71,0.48,-11.51,9.11,Thursday,1,0
2015-01-08 10:00:00-05:00,100,53808.0,10,8,1,2015,-15.75,0.45,-10.32,10.37,Thursday,1,0
2015-01-08 11:00:00-05:00,90,50743.0,11,8,1,2015,-15.05,0.45,-9.56,11.02,Thursday,1,0
2015-01-08 12:00:00-05:00,100,66862.0,12,8,1,2015,-11.93,0.39,-8.43,6.47,Thursday,1,0
2015-01-08 13:00:00-05:00,122,57778.0,13,8,1,2015,-12.08,0.38,-7.44,9.73,Thursday,1,0
2015-01-08 14:00:00-05:00,90,44560.0,14,8,1,2015,-10.87,0.36,-6.86,8.25,Thursday,1,0
2015-01-08 15:00:00-05:00,109,59150.0,15,8,1,2015,-9.43,0.36,-6.21,6.61,Thursday,1,0
2015-01-08 16:00:00-05:00,172,99623.0,16,8,1,2015,-9.02,0.34,-5.71,7.0,Thursday,1,0
2015-01-08 17:00:00-05:00,360,221569.0,17,8,1,2015,-5.95,0.33,-5.95,1.97,Thursday,1,0
2015-01-08 18:00:00-05:00,355,245184.0,18,8,1,2015,-7.04,0.39,-7.04,1.33,Thursday,1,0
2015-01-08 19:00:00-05:00,180,148676.0,19,8,1,2015,-6.92,0.4,-6.92,2.38,Thursday,1,0
2015-01-08 20:00:00-05:00,129,69798.0,20,8,1,2015,-8.4,0.36,-5.91,5.24,Thursday,1,0
2015-01-08 21:00:00-05:00,99,46217.0,21,8,1,2015,-8.36,0.37,-5.35,6.46,Thursday,1,0
2015-01-08 22:00:00-05:00,54,24830.0,22,8,1,2015,-8.56,0.36,-4.9,8.22,Thursday,1,0
2015-01-08 23:00:00-05:00,27,11414.0,23,8,1,2015,-8.58,0.35,-4.81,8.6,Thursday,1,0
2015-01-09 00:00:00-05:00,7,5089.0,0,9,1,2015,-10.33,0.36,-4.32,18.08,Friday,1,0
2015-01-09 01:00:00-05:00,7,5382.0,1,9,1,2015,-10.14,0.36,-4.01,19.16,Friday,1,0
2015-01-09 02:00:00-05:00,7,3331.0,2,9,1,2015,-9.76,0.35,-3.79,18.63,Friday,1,0
2015-01-09 04:00:00-05:00,3,2344.0,4,9,1,2015,-9.5,0.36,-3.32,20.59,Friday,1,0
2015-01-09 05:00:00-05:00,22,10244.0,5,9,1,2015,-9.12,0.37,-3.25,18.83,Friday,1,0
2015-01-09 06:00:00-05:00,72,37336.0,6,9,1,2015,-8.71,0.37,-3.09,17.62,Friday,1,0
2015-01-09 07:00:00-05:00,261,193040.0,7,9,1,2015,-7.31,0.38,-2.69,13.15,Friday,1,0
2015-01-09 08:00:00-05:00,534,336056.0,8,9,1,2015,-4.43,0.39,-2.34,5.41,Friday,1,0
2015-01-09 09:00:00-05:00,343,207025.0,9,9,1,2015,-1.78,0.37,-1.78,3.68,Friday,1,0
2015-01-09 10:00:00-05:00,148,122879.0,10,9,1,2015,-3.1,0.35,-0.62,6.99,Friday,1,0
2015-01-09 11:00:00-05:00,159,98130.0,11,9,1,2015,-2.15,0.32,0.44,7.84,Friday,1,0
2015-01-09 12:00:00-05:00,213,128725.0,12,9,1,2015,-0.48,0.31,1.76,7.43,Friday,1,0
2015-01-09 13:00:00-05:00,198,100884.0,13,9,1,2015,-0.42,0.3,2.66,11.32,Friday,1,0
2015-01-09 14:00:00-05:00,159,100563.0,14,9,1,2015,-0.3,0.31,3.2,14.12,Friday,1,0
2015-01-09 15:00:00-05:00,221,177427.0,15,9,1,2015,-0.11,0.32,3.31,13.81,Friday,1,0
2015-01-09 16:00:00-05:00,295,205782.0,16,9,1,2015,-1.21,0.32,2.77,16.37,Friday,1,0
2015-01-09 17:00:00-05:00,551,350708.0,17,9,1,2015,-2.2,0.33,1.59,13.74,Friday,1,0
2015-01-09 18:00:00-05:00,401,235307.0,18,9,1,2015,-2.85,0.35,0.74,11.83,Friday,1,0
2015-01-09 19:00:00-05:00,233,250501.0,19,9,1,2015,-3.68,0.39,-0.15,10.78,Friday,1,0
2015-01-09 20:00:00-05:00,162,82310.0,20,9,1,2015,-4.85,0.43,-0.85,12.13,Friday,1,0
2015-01-09 21:00:00-05:00,95,60039.0,21,9,1,2015,-4.69,0.43,-1.43,8.89,Friday,1,0
2015-01-09 22:00:00-05:00,83,50183.0,22,9,1,2015,-5.78,0.44,-1.94,10.62,Friday,1,0
2015-01-09 23:00:00-05:00,40,21701.0,23,9,1,2015,-6.93,0.44,-2.43,12.86,Friday,1,0
2015-01-10 00:00:00-05:00,50,23020.0,0,10,1,2015,-7.9,0.45,-2.95,14.38,Saturday,0,1
2015-01-10 01:00:00-05:00,34,14809.0,1,10,1,2015,-9.0,0.43,-3.66,15.43,Saturday,0,1
2015-01-10 02:00:00-05:00,13,4667.0,2,10,1,2015,-10.66,0.36,-4.8,16.63,Saturday,0,1
2015-01-10 03:00:00-05:00,7,5212.0,3,10,1,2015,-11.18,0.37,-5.5,15.03,Saturday,0,1
2015-01-10 05:00:00-05:00,4,3819.0,5,10,1,2015,-12.25,0.43,-6.62,13.73,Saturday,0,1
2015-01-10 06:00:00-05:00,9,6094.0,6,10,1,2015,-12.94,0.44,-7.23,13.49,Saturday,0,1
2015-01-10 07:00:00-05:00,28,29598.0,7,10,1,2015,-13.27,0.43,-7.84,11.97,Saturday,0,1
2015-01-10 08:00:00-05:00,96,49955.0,8,10,1,2015,-14.56,0.43,-8.36,14.44,Saturday,0,1
2015-01-10 09:00:00-05:00,159,88771.0,9,10,1,2015,-14.11,0.4,-8.12,13.83,Saturday,0,1
2015-01-10 10:00:00-05:00,157,85568.0,10,10,1,2015,-13.59,0.37,-7.65,14.01,Saturday,0,1
2015-01-10 11:00:00-05:00,196,168292.0,11,10,1,2015,-11.64,0.35,-6.69,11.14,Saturday,0,1
2015-01-10 12:00:00-05:00,218,141532.0,12,10,1,2015,-10.71,0.33,-5.76,11.82,Saturday,0,1
2015-01-10 13:00:00-05:00,195,153697.0,13,10,1,2015,-9.52,0.31,-4.91,11.21,Saturday,0,1
2015-01-10 14:00:00-05:00,220,173142.0,14,10,1,2015,-8.66,0.29,-3.97,12.27,Saturday,0,1
2015-01-10 15:00:00-05:00,240,144852.0,15,10,1,2015,-7.4,0.28,-3.3,10.58,Saturday,0,1
2015-01-10 16:00:00-05:00,232,144648.0,16,10,1,2015,-5.24,0.28,-2.82,5.98,Saturday,0,1
2015-01-10 17:00:00-05:00,195,111190.0,17,10,1,2015,-3.22,0.3,-3.22,2.19,Saturday,0,1
2015-01-10 18:00:00-05:00,178,90595.0,18,10,1,2015,-4.2,0.35,-4.2,2.1,Saturday,0,1
2015-01-10 19:00:00-05:00,132,79180.0,19,10,1,2015,-5.5,0.46,-5.5,0.98,Saturday,0,1
2015-01-10 20:00:00-05:00,114,61088.0,20,10,1,2015,-6.39,0.52,-6.39,1.07,Saturday,0,1
2015-01-10 21:00:00-05:00,68,32466.0,21,10,1,2015,-7.04,0.56,-7.04,1.64,Saturday,0,1
2015-01-10 22:00:00-05:00,68,34258.0,22,10,1,2015,-7.28,0.59,-7.28,1.42,Saturday,0,1
2015-01-10 23:00:00-05:00,60,28665.0,23,10,1,2015,-8.6,0.66,-8.6,0.57,Saturday,0,1
2015-01-11 00:00:00-05:00,57,25400.0,0,11,1,2015,-9.35,0.67,-9.35,0,Sunday,0,1
